Time, GyroX, GyroY, GyroZ, AccX, AccY, AccZ, Pressure, TempMS, Height, KalHeight
418073,-0.51,-1.11,0.84,0.56,-0.84,-0.3,1018.66,6.24,-13.25,-13.25
418145,-0.76,1.33,1.09,0.55,-0.84,-0.32,1018.55,6.24,-12.37,-12.37
418216,0.78,-0.47,-0.47,0.55,-0.84,-0.31,1018.66,6.24,-13.25,-13.25
418301,0.27,0.08,0.69,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
418358,-1.83,-1.34,0.09,0.56,-0.84,-0.3,1018.55,6.24,-12.37,-12.37
418429,-0.12,-1,1.3,0.55,-0.84,-0.3,1018.55,6.24,-12.37,-12.37
418501,-1,-2.03,0.74,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
418573,-0.21,-0.29,1.01,0.56,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
418645,-0.47,-1.81,1.1,0.56,-0.84,-0.32,1018.55,6.24,-12.37,-12.37
418717,0.2,-0.62,3.03,0.54,-0.84,-0.31,1018.66,6.24,-13.25,-13.25
418788,2.17,-0.78,0,0.55,-0.84,-0.31,1018.66,6.24,-13.25,-13.25
418859,1.24,-1.68,1.76,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
418929,0.01,0.25,0.55,0.55,-0.84,-0.32,1018.55,6.24,-12.37,-12.37
418999,-0.88,0.2,0.43,0.54,-0.84,-0.32,1018.66,6.24,-13.25,-13.25
419070,1.17,-0.56,1.59,0.56,-0.85,-0.3,1018.55,6.24,-12.37,-12.37
419145,-0.88,-2.23,1.16,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
419213,-0.51,1.87,0.81,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
419284,0.14,-1.13,-0.27,0.56,-0.83,-0.31,1018.55,6.24,-12.37,-12.37
419356,0.1,0.74,0.89,0.55,-0.83,-0.3,1018.55,6.24,-12.37,-12.37
419425,0.08,-2.32,1.07,0.55,-0.85,-0.3,1018.66,6.24,-13.25,-13.25
419496,-0.93,0.14,0.93,0.56,-0.83,-0.31,1018.55,6.24,-12.37,-12.37
419567,-1,-1.34,0.63,0.56,-0.84,-0.3,1018.55,6.24,-12.37,-12.37
419639,0.27,-0.42,0.6,0.56,-0.84,-0.31,1018.66,6.24,-13.25,-13.25
419710,-1.03,-1.17,1.1,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
419782,0.27,-0.96,0.95,0.55,-0.84,-0.3,1018.55,6.24,-12.37,-12.37
419852,0.23,-0.97,0.08,0.55,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
419923,2.08,0.86,1.88,0.56,-0.84,-0.31,1018.55,6.24,-12.37,-12.37
419993,-0.57,-0.47,0.37,0.55,-0.84,-0.29,1018.55,6.24,-12.37,-12.37
